id_expediente,id_contrato,id_renglon,marco_legal,tipo_proceso,fecha_sancion_normativa,fecha_publicacion_normativa,fecha_inicio_contrato,fecha_fin_contrato,item,descripcion_item,precio_unitario_item,moneda_precio_unitario_item,cantidad_item,unidad_medida_item,monto_total_renglon,monto_total_contrato,moneda_monto_contrato,monto_total_proceso,unidad_ejecutora,organismo_normativa,proveedor_razon_social,proveedor_cuit,URL
EE-2020-08004729-MSGC,212.0,1.0,433/16,gasto,2020-03-27,2020-04-07,01-01-2020,31-01-2020,Servicio de Gestión y Mantenimiento de Espacios Verdes,"Servicio de Gestión y Mantenimiento de Espacios Verdes"", en el Hospital de SaludMental ""Dr. Braulio Moyano""",723282.96,ARS,1.0,u,723282.96,723282.96,ARS,723282.96,,DIRECCIÓN GENERAL RECURSOS FÍSICOS EN SALUD,logistical s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513872
EX-2020-05889022-MSGC,213.0,1.0,433/16,gasto,2020-03-28,2020-04-02,01-01-2020,31-01-2020,Servicio de Limpieza,"Servicio de Limpieza en el Hospital de Salud Mental ""Dr. Braulio Moyano""",6273643.07,ARS,1.0,u,6273643.07,6273643.07,ARS,6273643.07,,MINISTERIO DE SALUD,gente de limpieza s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513495
EX-2020-08775508-MSGC,215.0,1.0,433/16,gasto,2020-03-28,2020-04-02,01-02-2020,29-02-2020,Servicio de Limpieza,"Servicio de Limpieza en el Hospital de Salud Mental ""Dr. Braulio Moyano""",6273643.07,ARS,1.0,u,6273643.07,6273643.07,ARS,6273643.07,,MINISTERIO DE SALUD,gente de limpieza s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513496
6434180/HGAT/20,216.0,1.0,433/16,gasto,2020-03-29,2020-04-07,01-01-2020,29-02-2020,servicio de dosimetría,"servicio de dosimetría para este HospitalGeneral de Agudos ""E: Tornú"" ",21800.0,ARS,1.0,u,21800.0,21800.0,ARS,21800.0,,HOSPITAL GENERAL DE AGUDOS TORNU,nuclear control s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513878
EE-2020-08864764-MSGC,217.0,1.0,433/16,gasto,2020-03-30,2020-04-03,01-02-2020,29-02-2020,Servicio de Limpieza ,"Servicio de Limpieza  en el Hospital de Gastroenterología ""Dr. Carlos B. Udaondo""",2142219.58,ARS,1.0,u,2142219.58,2142219.58,ARS,2142219.58,,MINISTERIO DE SALUD,manila s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513678
EE-2020-08527912-MSGC,218.0,1.0,433/16,gasto,2020-03-30,2020-04-06,01-02-2020,29-02-2020,Servicio de Limpieza ,delServicio de Limpieza General Integral de Talleres Protegidos de RehabilitaciónPsiquiátrica,439306.0,ARS,1.0,u,439306.0,439306.0,ARS,439306.0,,DIRECCIÓN GENERAL DE SALUD MENTAL,amb sur s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513724
EE-2020-06103193-DGSAM,219.0,1.0,433/16,gasto,2020-03-30,2020-04-06,01-01-2020,31-01-2020,,,,,,,66832.44,66832.44,ARS,66832.44,,DIRECCIÓN GENERAL DE SALUD MENTAL,centro de adicciones y rehabilitacion en sintomatologia s.r.l (a.y.r.e.s. s.r.l),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513726
EE-2020-08866495-MSGC,220.0,1.0,433/16,gasto,2020-03-30,2020-04-07,01-02-2020,29-02-2020,Servicio de Limpieza,"Servicio de Limpieza General e Integral, en el Hospital de Salud Mental José T. Borda",4896501.9,ARS,1.0,u,4896501.9,4896501.9,ARS,4896501.9,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,manila s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513902
EE-2020-07865266-DGABS,221.0,1.0,433/16,gasto,2020-03-30,2020-04-07,,,"TREPROSTINIL de 0,6 mg/ml en ampolla x 2,9 ml. ","deTREPROSTINIL de 0,6 mg/ml en ampolla x 2,9 ml. - NNE 9113324 ",,,28.0,ampollas,1021384.0,1021384.0,,1021384.0,,DIRECCION GENERAL LEGAL Y TECNICA,suizo argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513860
2020-9996064-GCABA-HGAPP,222.0,1.0,433/16,gasto,2020-03-30,2020-04-21,,,ESTETOSCOPIOS BIAURICULARES para adultos Aurinco ,,,,8.0,,,2142.4,ARS,2142.4,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,drogueria martorani s.a,30-70296606-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515399
2020-9996064-GCABA-HGAPP,222.0,2.0,433/16,gasto,2020-03-30,2020-04-21,,, ESTETOSCOPIOS BIAURICULARESpara niños Aurinco,,,,3.0,,,2142.4,ARS,2142.4,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,drogueria martorani s.a,30-70296606-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515399
2020-9222816-GCABA-HGAPP,223.0,1.0,433/16,gasto,2020-03-30,2020-04-21,,,MEPREDNISONA40 mg comp. Klonal,MEPREDNISONA40 mg comp. Klonal,,,500.0,u,,24976.0,ARS,24976.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l, 30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515403
2020-9222816-GCABA-HGAPP,223.0,2.0,433/16,gasto,2020-03-30,2020-04-21,,,VIT. B Complejo ampolla BECOZYM,VIT. B Complejo ampolla BECOZYM,,,60.0,u,,24976.0,ARS,24976.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l, 30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515403
2020-9996136-GCABA-HGAPP,224.0,1.0,433/16,gasto,2020-03-30,2020-04-21,,,SODIO FOSFATO x10 ml Rivero,SODIO FOSFATO x10 ml Rivero,,,20.0,u,17060.0,17060.0,ARS,17060.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l, 30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515404
10467597-GCABA-ASINF-2020,229.0,1.0,433/16,gasto,2020-04-02,2020-04-07,,,Provisión de Telefonía IP,Provisión de Telefonía IP para el CallCenter del Sistema de Atención Médica de Emergencias (SAME) con motivo de laemergencia pública en materia sanitaria en virtud de la Pandemia declarada por laOMS en relación con el virus coronavirus (COVID-19),,,,,1456800.0,1456800.0,ARS,1456800.0,,DIRECCIÓN GENERAL DE INFRAESTRUCTURA - ASINF,trans industrias electronicas s.a,30-61075313-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/513863
2017-22493006-MGEYA-SSAH,230.0,1.0,433/16,gasto,2020-04-02,2020-04-08,01-01-2020,31-01-2020,"atención con
alojamiento","atención con
alojamiento",,,,,83850.0,83850.0,ARS,83850.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,clinica geriatrica espiritu santo s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514067
22822481-MGEYA-SSAH-2018,231.0,1.0,433/16,gasto,2020-04-02,2020-04-08,01-01-2020,31-01-2020,"atención con
alojamiento","atención con
alojamiento",,,,,58000.0,58000.0,ARS,116000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514068
25982766-GCABA-SSAH-2019,232.0,1.0,433/16,gasto,2020-04-02,2020-04-08,01-01-2020,31-01-2020,"atención con
alojamiento","atención con
alojamiento",,,,,48000.0,48000.0,ARS,96000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,residencia geriatrica la trinidad,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514073
25981594-GCABA-SSAH-2019,233.0,1.0,433/16,gasto,2020-04-02,2020-04-08,01-01-2020,31-01-2020,"atención con
alojamiento","atención con
alojamiento",,,,,51200.0,51200.0,ARS,51200.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,residencia geriatrica la trinidad,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514075
EX-2020-9170843-MGEYA-HGNRG,240.0,1.0,433/16,gasto,2020-04-09,2020-04-16,,,kit rt-pcr(transcripción reversa y pcr),kit rt-pcr(transcripción reversa y pcr) con destino al servicio de VIROLOGIA,,,,,20270.46,20270.46,ARS,20270.46,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,biodynamics s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514812
EX-2020-9170641,241.0,1.0,433/16,gasto,2020-04-09,2020-04-16,,,vitamina k,vitamina k,,,,,27780.0,27780.0,ARS,27780.0,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,farmed s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514811
EX-2020-10244339--GCABA-DGTALET,242.0,1.0,Articulo 28 inciso 8,OCA (contratacion directa),2020-04-10,2020-04-17,,,servicio de alojamiento,"servicio de alojamiento delHotel Argenta Tower para personas con sintomatología, diagnóstico correspondiente alvirus COVID-19 (coronavirus) con la provisión alimentación y/o limpieza de artículos de blanqueríasegún",,,,,6664907.5,6664907.5,ARS,6664907.5,,F/N ENTE DE TURISMO LEY 2627,argenta tower hotel & suites s.a,30-70925957-8,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515043
2020-08946112-GCABA-CGPMMVTE,243.0,1.0,433/16,gasto,2020-04-13,2020-04-17,01-01-2020,29-02-2020,Servicio de Limpieza del Parque de LaMemoria,Servicio de Limpieza del Parque de LaMemoria,,,,,311618.0,311618.0,ARS,311618.0,,CONSEJO DE GESTIÓN DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VÍCTIMAS DEL TERRORISMO DE ESTADO - LEY 3078,allin llimpu s.r.l,30- 71428296-0,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/514958
EE-2018-15615267-SSAH,245.0,1.0,433/16,gasto,2020-04-14,2020-04-17,01-01-2020,31-01-2020,atencion con alojamiento,atencion con alojamiento,,,,,50000.0,50000.0,ARS,150000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,abuela grande s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515047
EE-2019-25981594-SSAH,246.0,1.0,433/16,gasto,2020-04-14,2020-04-17,01-01-2020,31-01-2020,atención con alojamiento,atención con alojamiento,,,,,51200.0,51200.0,ARS,153600.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,residencia geriatrica la trinidad,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515049
EE-2019-25982766-SSAH,247.0,1.0,433/16,gasto,2020-04-14,2020-04-17,01-01-2020,31-01-2020,atención con alojamiento,atención médica con alojamiento,,,,,48000.0,48000.0,ARS,144000.0,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,residencia geriatrica la trinidad,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515052
EE-2017-22493006-SSAH,248.0,1.0,433/16,gasto,2020-04-14,2020-04-17,01-01-2020,31-01-2020,atención con alojamiento,atención con alojamiento,,,,,83850.0,83850.0,ARS,155122.5,,SUBSECRETARÍA ATENCIÓN HOSPITALARIA,clinica geriatrica espiritu santo s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515053
EX-2020-9171103-MGEYA-HGNRG,249.0,1.0,433/16,gasto,2020-04-15,2020-04-20,,,kit rt-pcr(transcripción reversa y pcr),adquisición de kit rt-pcr(transcripción reversa y pcr) ypunta para pipeta(tip),,,,,,117938.7,ARS,117938.7,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,biodynamics s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515233
EX-2020-9171103-MGEYA-HGNRG,249.0,2.0,433/16,gasto,2020-04-15,2020-04-20,,,punta para pipeta(tip),adquisición de kit rt-pcr(transcripción reversa y pcr) ypunta para pipeta(tip),,,,,,117938.7,ARS,117938.7,,HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ,biodynamics s.r.l,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515233
2020-10859813-GCABA-HGAPP,250.0,1.0,433/16,gasto,2020-04-15,2020-04-21,,,ESTETOSCOPIOS BIAURICULARES para adultos Aurinco ,ESTETOSCOPIOS BIAURICULARES para adultos Aurinco ,,,14.0,u,,3902.4,ARS,3902.4,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,drogueria martorani s.a,"30-
70296606-3",https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515412
2020-10859813-GCABA-HGAPP,250.0,2.0,433/16,gasto,2020-04-15,2020-04-21,,,ESTETOSCOPIOS BIAURICULARES para niños Aurinco,ESTETOSCOPIOS BIAURICULARES para niños Aurinco,,,4.0,u,,3902.4,ARS,3902.4,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,drogueria martorani s.a,"30-
70296606-3",https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515412
2020-10986965-GCABA-HGAPP,251.0,1.0,433/16,gasto,2020-04-15,2020-04-21,,,RECIPIENTES DE RESIDUOS DE 70 LTS ,Adquisición de 16 unidades de RECIPIENTES DERESIDUOS DE 70 LTS CON TAPA PLANA COLOR SEGÚN STOCK,,,16.0,u,,23968.0,ARS,47878.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,juan ernesto ibarra,20-04424052-2,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515414
2020-10986965-GCABA-HGAPP,252.0,1.0,433/16,gasto,2020-04-15,2020-04-21,,,VALVULA ESPIATORIA REESTERILIZABLE EVA MONNAL,,,,1.0,u,,23910.0,ARS,47878.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,air liquide argentina s.a,"30-
50085213-1",https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515415
2020-10986965-GCABA-HGAPP,252.0,2.0,433/16,gasto,2020-04-15,2020-04-21,,,SENSOR DE FLUJO ESPIATORIOAUCLAVALE FAMILIA MONNAL ,,,,1.0,u,,23910.0,ARS,47878.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,air liquide argentina s.a,"30-
50085213-1",https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515415
2020-10986965-GCABA-HGAPP,252.0,3.0,433/16,gasto,2020-04-15,2020-04-21,,,DIAFRAGMA VALVULA ESPIATORIA EVAMONNAL ,,,,5.0,u,,23910.0,ARS,47878.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,air liquide argentina s.a,"30-
50085213-1",https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515415
2020-10467495-GCABA-HGAPP,253.0,1.0,433/16,gasto,2020-04-15,2020-04-21,,,SULFADIAZINA 500 mg comp. VANNIER,SULFADIAZINA500 mg comp. VANNIER,,,500.0,u,,25950.0,ARS,25950.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515418
2020-10467495-GCABA-HGAPP,253.0,2.0,433/16,gasto,2020-04-15,2020-04-21,,,SULFAMET + TRIMETROPINA 800/160 BIOTENK ,SULFAMET + TRIMETROPINA 800/160BIOTENK ,,,1000.0,u,,25950.0,ARS,25950.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515418
2020-10467495-GCABA-HGAPP,253.0,3.0,433/16,gasto,2020-04-15,2020-04-21,,,"DIGOXINA 0,25 mg comp. ROEMMERS","DIGOXINA 0,25 mg comp. ROEMMERS",,,500.0,u,,25950.0,ARS,25950.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515418
EE-2019-24870843-DGCTFS,255.0,1.0,433/16,gasto,2020-04-16,2020-04-21,01-01-2020,31-01-2020,sesión de Hemodiálisis Crónica (HDC),"sesión de Hemodiálisis Crónica (HDC) para pacientes
INCLUIR SALUD, cápita CABA",5022.0,ARS,,,,861339.96,,3315944.92,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,asociacion regional de dialisis y trasplantesrenales de capital federal y provincia de buenos aires,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515486
EE-2019-24870843-DGCTFS,255.0,2.0,433/16,gasto,2020-04-16,2020-04-21,01-01-2020,31-01-2020,Diálisis Peritoneal Ambulatoria Continua (DPAC) ,"Diálisis Peritoneal Ambulatoria Continua (DPAC) para pacientes
INCLUIR SALUD, cápita CABA",72540.0,ARS,,,,861339.96,,3315944.92,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,asociacion regional de dialisis y trasplantesrenales de capital federal y provincia de buenos aires,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515486
EE-2019-24870843-DGCTFS,255.0,3.0,433/16,gasto,2020-04-16,2020-04-21,01-01-2020,31-01-2020,Traslado,"Traslado para pacientes
INCLUIR SALUD, cápita CABA",27.9,ARS,,,,861339.96,,3315944.92,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,asociacion regional de dialisis y trasplantesrenales de capital federal y provincia de buenos aires,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515486
2020-07680426-DGABS,256.0,1.0,433/16,gasto,2020-04-16,2020-04-21,,,GAMMAGLOBULINA HUMANA,GAMMAGLOBULINA HUMANA,,,425.0,gr,4432750.0,4432750.0,ARS,4921562.5,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515487
2020-07680426-DGABS,413.0,2.0,433/16,gasto,2020-04-16,2020-04-21,,,GAMMAGLOBULINA HUMANA,GAMMAGLOBULINA HUMANA,,,75.0,gr,488812.5,488812.5,ARS,4921562.5,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515487
EE-2020-08370804-GCABA-DGABS,263.0,1.0,433/16,gasto,2020-04-08,2020-04-24,,,TRAMETINIB(MEKINIST) 0.5 mg.,TRAMETINIB(MEKINIST) 0.5 mg.- NNE 9112785,,,60.0,comprimidos,96612.0,96612.0,ARS,96612.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,novartis argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516080
EE-2019-16078123-DGCTFS,264.0,1.0,433/16,gasto,2020-04-16,2020-04-21,01-01-2020,31-01-2020,Servicio de Cuidador Domiciliario,Servicio de Cuidador Domiciliario para pacientesbeneficiarios del Programa Incluir Salud,,,,,646900.0,646900.0,ARS,3237800.0,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,grupo aries salud s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515491
EE-2019-26134384-DGCTFS,265.0,1.0,433/16,gasto,2020-04-16,2020-04-21,01-01-2020,31-01-2020,Servicio de residencia Asistida ,"Servicio de residencia Asistida enRehabilitación Psicosocial, beneficiarios INCLUIR SALUD, cápita CABA",34876.4,ARS,,,658001.41,658001.41,ARS,2611079.81,,SUBSECRETARIA PLANIFICACION SANITARIA Y GESTION EN RED,centro de adicciones y rehabilitacion en sintomatologia s.r.l (a.y.r.e.s. s.r.l),,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/515492
11111935/GCABA/SSJUS/2020,267.0,1.0,433/16,gasto,2020-04-17,2020-04-27,01-01-2020,29-02-2020,Servicio de limpieza y fumigación,Servicio de limpieza y fumigacióndel Centro de Alojamiento Provisorio de Contraventores,,,,,278000.0,278000.0,ARS,278000.0,,SUBSECRETARIA DE JUSTICIA,eulo s.r.l,33-71482819-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516370
EE-2020-07990041-GCABA-DGABS,268.0,1.0,433/16,gasto,2020-04-20,2020-04-24,,,TETRABENAZINA 25 mg.,"TETRABENAZINA 25 mg., NNE9111880",,,112.0,comprimidos,14772.8,14772.8,ARS,14772.8,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,medifarm s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516082
2020-11180297-GCABA-HGAPP,270.0,1.0,433/16,gasto,2020-04-21,2020-04-24,,,MEGLUMINADIATRIZ + SODIO DIATRIZ X 25 ml,MEGLUMINADIATRIZ + SODIO DIATRIZ X 25 ml TEMIS LOSTALO ,,,13.0,u,,50728.0,ARS,50728.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516063
2020-11180297-GCABA-HGAPP,270.0,2.0,433/16,gasto,2020-04-21,2020-04-24,,,VANCOMICINA 1000 mg ,VANCOMICINA 1000 mg Frasco Ampolla NORTHIA,,,150.0,ampollas,,50728.0,ARS,50728.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,alpha medical group s.r.l,30-71187832-3,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516063
34832512-MGEYA-ASINF-2018,271.0,1,433/16,gasto,2020-04-23,2020-04-28,01-02-2020,31-03-2020,Servicio de Limpieza General,Servicio de Limpieza General enedificios sedes de esta Agencia de Sistemas de Información,,,,,1224800.0,1224800.0,ARS,1224800.0,,DIRECCIÓN GENERAL TÉCNICA ADMINISTRATIVA Y LEGAL - ASINF,gente de limpieza s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516482
EX-2017-15468272-MGEYA-SSAPAC,272.0,1.0,433/16,gasto,2020-04-23,2020-04-28,01-03-2020,31-03-2020,Servicio deTraslado jornada simple,Servicio deTraslado de los Técnicos de Laboratorio,4000.0,ARS,,,,304000.0,ARS,304000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,27-16213814-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516524
EX-2017-15468272-MGEYA-SSAPAC,272.0,2.0,433/16,gasto,2020-04-23,2020-04-28,01-03-2020,31-03-2020,Servicio deTraslado jornada extendida,Servicio deTraslado de los Técnicos de Laboratorio,6000.0,ARS,,,,304000.0,ARS,304000.0,,SUBSECRETARÍA ATENCIÓN PRIMARIA AMBULATORIA Y COMUNITARIA,transportes el sol,27-16213814-1,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516524
EE-2020-08736752-DGABS,273.0,1,433/16,gasto,2020-04-23,2020-04-30,,,HISOPOS ,HISOPOS - NNE 9053112 (Alt.),,,12000.0,u,288000.0,288000.0,ARS,288000.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,laboratorios britania s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516800
EE-2020-03513719-DGCTFS,275.0,1.0,433/16,gasto,2020-04-23,2020-05-08,01-10-2019,31-10-2019,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",25.88,ARS,,km,,286259.82,ARS,286259.82,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,transfedar s.a,"30-
71386870-9",https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517491
EE-2020-03513719-DGCTFS,275.0,2.0,433/16,gasto,2020-04-23,2020-05-08,01-11-2019,31-12-2019,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,,286259.82,ARS,286259.82,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,transfedar s.a,"30-
71386870-9",https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517491
EE-2020-08986325-DGABS,277.0,1.0,433/16,gasto,2020-04-24,2020-04-30,,,TRASTUZUMAB EMTANSINE de 100 mg,TRASTUZUMAB EMTANSINE de 100 mg. - NNE 9107330,140586.0,ARS,2.0,ampollas,281172.0,281172.0,ARS,281172.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,prisal group s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516804
EE-2020-08760278-DGABS,278.0,1.0,433/16,gasto,2020-04-24,2020-04-30,,,TRAMETINIB 0.5 mg.,TRAMETINIB 0.5 mg.(MEKINIST) - NNE 9112785,,ARS,30.0,comprimidos,48306.0,48306.0,ARS,48306.0,,DIRECCIÓN GENERAL ABASTECIMIENTO EN SALUD,novartis argentina s.a,,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516803
2020-11025541-GCABA-HGAPP,279.0,1.0,433/16,gasto,2020-04-24,2020-05-04,,,"Reparación Integral de MICROSCOPIO Limpieza del sistemaóptico, ajuste alineación, calibración y lubricación mecánica","Reparación Integral de MICROSCOPIO Limpieza del sistemaóptico, ajuste alineación, calibración y lubricación mecánica",10560.0,ARS,1.0,u,,11330.0,ARS,11330.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,bioingenieria dehner s.r.l,30-71159056-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516937
2020-11025541-GCABA-HGAPP,279.0,2.0,433/16,gasto,2020-04-24,2020-05-04,,,"Reparación Integral de MICROSCOPIO  provisión,instalación de lámpara halógena 12v.","Reparación Integral de MICROSCOPIO  provisión,instalación de lámpara halógena 12v.",770.0,ARS,1.0,u,,11330.0,ARS,11330.0,,HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,bioingenieria dehner s.r.l,30-71159056-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/516937
EE-2020-03130743-DGCTFS,281.0,1.0,433/16,gasto,2020-04-24,2020-05-08,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,18328.64,18328.64,ARS,57696.1,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,gabriel alberto zarza,20-20185958-2,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517496
EE-2020-01566199-DGCTFS,282.0,1.0,433/16,gasto,2020-04-24,2020-05-08,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,9834.88,9834.88,ARS,33807.4,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,victor gabriel taverna,20-14120424-7,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517497
EE-2020-01565645-DGCTFS,283.0,1.0,433/16,gasto,2020-04-24,2020-05-08,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,17252.95,17252.95,ARS,177111.66,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,della torre federico,20-38258142-4,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517498
EE-2020-01565645-DGCTFS,402.0,2,433/16,gasto,2020-04-24,2020-05-08,01-01-2020,31-01-2020,Servicio de TRASLADOS ,"Servicio de TRASLADOS parapacientes INCLUIR SALUD, cápita CABA",27.94,ARS,,km,13956.03,13956.03,ARS,177111.66,,DIRECCION GENERAL COORDINACION TECNOLOGIAS Y FINANCIAMIENTO EN SALUD,della torre nicolas,23-34257865-9,https://boletinoficial.buenosaires.gob.ar/normativaba/norma/517498
